question,subject,,,,,,,,,,,,,,,
Delilah put a container of water in the freezer and left it there overnight. The next morning she saw that the water in the container had changed to ice. Which of the following statements best explains why the water changed to ice? (A) The water gained energy. (B) The water absorbed light. (C) Mass was released from the water. (D) Heat was taken away from the water.,Science and Technology/Engineering,,,,,,,,,,,,,,,
Which of the following has the greatest effect on the ability of soil to hold water? (A) the age of the soil particles (B) the size of the soil particles (C) the color of the soil particles (D) the luster of the soil particles,Science and Technology/Engineering,,,,,,,,,,,,,,,
Which form of precipitation is most likely to cause damage when hitting the roof of a car? (A) hail (B) rain (C) sleet (D) snow,Science and Technology/Engineering,,,,,,,,,,,,,,,
Steel cans are separated from aluminum cans in a recycling center. Which of the following is the best way the recycling center can separate the steel cans from the aluminum cans? (A) sort the cans by size (B) put the cans in water (C) cool the cans to a low temperature (D) put the cans under an electromagnet,Science and Technology/Engineering,,,,,,,,,,,,,,,
A student places a sheet of black construction paper on her desk. What happens to most of the light that strikes the black construction paper? (A) The light is bent by the paper. (B) The light reflects off the paper. (C) The light is absorbed by the paper. (D) The light passes through the paper.,Science and Technology/Engineering,,,,,,,,,,,,,,,
Rachel purchased a kit for making a skateboard ramp. Which of the following is most important to have for putting the ramp together? (A) a picture showing the colors of different ramp parts (B) a diagram showing some ways to use the ramp (C) a list of prices for other available kits (D) a set of instructions for the kit materials,Science and Technology/Engineering,,,,,,,,,,,,,,,
Which of the following forms of energy can travel by vibrating particles of air? (A) electrical (B) light (C) magnetic (D) sound,Science and Technology/Engineering,,,,,,,,,,,,,,,
"During science class, students combined 1 kg of iron filings with 1 kg of sand to create a mixture. Which of the following methods would be best for separating the iron filings from the sand? (A) Stir the mixture into hot water to dissolve the sand. (B) Strain the mixture through a paper filter to collect the sand. (C) Drag a magnet through the mixture to attract the iron filings. (D) Shake the mixture to cause the iron filings to settle to the bottom.",Science and Technology/Engineering,,,,,,,,,,,,,,,
Which of the following is an example of a form of energy? (A) the air in a sealed jar (B) the wire in a metal hanger (C) the water in a small puddle (D) the sound in a loud classroom,Science and Technology/Engineering,,,,,,,,,,,,,,,
Which of the following data would be most useful for describing the climate of a specific area? (A) average weekly wind speeds for a month (B) daily relative humidity levels for 18 months (C) total annual precipitation amounts for 2 years (D) average high and low monthly temperatures for 20 years,Science and Technology/Engineering,,,,,,,,,,,,,,,
"Directions Read the information about wind erosion then answer questions 8 – 10. 
  
 Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Walter wanted to find out if faster wind speeds increased the amount of wind erosion. Which instrument should he use to measure wind speed? 
 
 A anemometer 
 B barometer 
 C rain gauge 
 D thermometer",science,,,,,,,,,,,,,,,
Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Walter wanted to find out if faster wind speeds increased the amount of wind erosion. Which instrument should he use to measure wind speed?     (A) anemometer (B) barometer (C) rain gauge (D) thermometer,science,,,,,,,,,,,,,,,
Kerry made a simple flashlight. She recorded the following statements in her lab book. Which statement is an inference?     (A) The wire was 35 cm long. (B) The flashlight contained a battery. (C) The plastic switch was better than the metal switch. (D) The bulb was lit for 20 minutes before it burned out.,science,,,,,,,,,,,,,,,
"Sam poured water on a pile of dirt and observed that some dirt eroded from the pile. Which question could he test to learn more about erosion? 
 
 A How long will the dirt stay wet? 
 B What types of animals live in the dirt? 
 C Will adding more water change the type of dirt? 
 D Do different types of dirt wash away at different rates?",science,,,,,,,,,,,,,,,
Sam poured water on a pile of dirt and observed that some dirt eroded from the pile. Which question could he test to learn more about erosion?     (A) How long will the dirt stay wet? (B) What types of animals live in the dirt? (C) Will adding more water change the type of dirt? (D) Do different types of dirt wash away at different rates?,science,,,,,,,,,,,,,,,
All animals need air to survive. An insect gets air through tiny holes on the sides of its body. A whale breathes through a blow hole. What body part do fish use to breathe?     (A) gills (B) skin (C) nose (D) mouth,science,,,,,,,,,,,,,,,
"All animals need air to survive. An insect gets air through tiny holes on the sides of its body. A whale breathes through a blow hole. What body part do fish use to breathe? 
 
 A gills 
 B skin 
 C nose 
 D mouth",science,,,,,,,,,,,,,,,
All animals need air to survive. An insect gets air through tiny holes on the sides of its body. A whale breathes through a blow hole. What body part do fish use to breathe? (A) gills (B) skin (C) nose (D) mouth,science,,,,,,,,,,,,,,,
"Scientists claim that the area around the Grand Canyon was once covered by an ocean. What evidence would support their claim? 
  
 A Dinosaur footprints were found near the Grand Canyon. 
 B Fish were found living in the rivers of the Grand Canyon. 
 C Fossils of ocean animals were found at the Grand Canyon. 
 D Bones from desert animals were found at the Grand Canyon.",science,,,,,,,,,,,,,,,
Scientists claim that the area around the Grand Canyon was once covered by an ocean. What evidence would support their claim?      (A) Dinosaur footprints were found near the Grand Canyon. (B) Fish were found living in the rivers of the Grand Canyon. (C) Fossils of ocean animals were found at the Grand Canyon. (D) Bones from desert animals were found at the Grand Canyon.,science,,,,,,,,,,,,,,,
How do the spines of a cactus help it survive?      (A) Spines help the cactus get moisture. (B) Spines anchor the cactus in the ground. (C) Spines protect the cactus from animals. (D) Spines support the stems and branches of the cactus.,science,,,,,,,,,,,,,,,
A glacier is a slow moving river of ice. How does a glacier help create soil?      (A) It scrapes small particles off large rocks. (B) It carries plants down mountains and to oceans. (C) It melts and becomes part of streams and rivers. (D) It freezes small particles of dirt to form large rocks.,science,,,,,,,,,,,,,,,
Ducks live near ponds and lakes. The shape of a duck’s foot helps it swim and walk on muddy ground. Which factor is most important in determining the shape of a baby duck’s foot?     (A) the shape of the parent ducks’ feet (B) the temperature of the pond water (C) the amount of mud in the bottom of the pond (D) the amount of rain that fell before the duck was born,science,,,,,,,,,,,,,,,
"Ducks live near ponds and lakes. The shape of a duck’s foot helps it swim and walk on muddy ground. Which factor is most important in determining the shape of a baby duck’s foot? 
 
 A the shape of the parent ducks’ feet 
 B the temperature of the pond water 
 C the amount of mud in the bottom of the pond 
 D the amount of rain that fell before the duck was born",science,,,,,,,,,,,,,,,
Ducks live near ponds and lakes. The shape of a duck’s foot helps it swim and walk on muddy ground. Which factor is most important in determining the shape of a baby duck’s foot? (A) the shape of the parent ducks’ feet (B) the temperature of the pond water (C) the amount of mud in the bottom of the pond (D) the amount of rain that fell before the duck was born,science,,,,,,,,,,,,,,,
"While Anna was testing a circuit, she dropped a light bulb. What is the safest thing Anna can do?     (A) get a new bulb to finish the test (B) push the broken glass under a table (C) tell her teacher that she broke the bulb (D) ask her partner to help pick up the broken glass",science,,,,,,,,,,,,,,,
